,title,author,publisher,journal,date,translate_title,Abstract,,,
328,중국 중세 고고학 성과의 집대성,소현숙,중앙문화재연구원,중앙고고연구,2019,중국 중세 고고학 성과의 집대성,,,,
329,“초기철기시대와 원삼국시대 고고학 자료의 인식”에 대한 반론,"최성락, 강귀형",중부고고학회,고고학,2019,“초기철기시대와 원삼국시대 고고학 자료의 인식”에 대한 반론,"이성주가 한반도 중남부지역의 초기철기시대와 원삼국시대 토기 양상을 전체적으로 파악하려는 것은 그 의미가 매우 크다. 하지만 호남지역에 한정하여 살펴보면 문제가 없지 않다. 그가 호남지역 원삼국시대 취락이 극히 적다는 인식을 가지고 있음에도 불구하고 오히려 타날문토기의 연대를 낮추는 것은 그 시기의 공백을 더욱 조장하는 것으로 전혀 문제의 해결에 도움을 주지 못하고 있다. 편년의 체계를 바꾸기 위해서는 이를 방증하기 위한 객관적인 자료의 제시가 필요하고, 이를 바탕으로 더 나은 문화양상을 설명할 수 있을 때 가능하다. 또 영남지역의 토기양상에 대한 그의 인식을 다른 지역에 그대로 적용할 수 없음은 분명하다. 문화의 변천은 문화권마다 다를 수 있다. 하나의 틀(모델)로 한반도 중남부지역의 전체 양상을 설명하는 것은 불가능하다고 할 수 있다. 특히 호남지역에서 토기 제작기술의 변천을 살펴보면 결코 영남지역과 동일하다고 볼 수 없다. 결국 타날문토기의 연대를 더 낮추어야 한다는 이성주의 견해는 적어도 호남지역 토기양상을 이해하는데 적절한 주장으로 보이지 않는다.",,,
331,강원고고학 연구의 동향과 전망,김규운,강원사학회,江原史學,2019,강원고고학 연구의 동향과 전망,"강원도의 고고학조사는 1912년 關野貞과 谷井濟一에 의한 강릉 하시동고분군 조사 이래 약 100년 정도 지나왔고, 특히 1980년대 전국의 개발 열풍과 동반하여본격적인 구제발굴이 시작되면서 많은 고고자료가 쌓여왔다. 그간 강원도에서도이러한 자료 축적에 따라 관련 연구도 활발하게 진행되었다. 이 100년 동안의 연구성과를 다 정리하는 것은 불가능하기 때문에 최근의 연구 경향에 대해 검토하고앞으로의 과제를 제시하였다. 학술지에 투고된 논문의 시대별 양상, 그리고 전국 학술지에 강원지역을 중심으로하는 고고학 논문이 얼마나 게재되었는지에 대해 살펴보았다. 그 결과는 낙관적이지못하였다. 강원고고학 연구가 전국적으로 확산되지 못하고 지역내에서만 소비되고있는 실정을 지적하였다. 즉, 한반도 전체적인 맥락에서의 강원고고학 연구 필요성을 강조하였다. 그러한 관점에서 몇 가지 과제에 대해 언급하였다. 송국리문화로 대표되는 청동기시대 중기에 천전리유적 등의 독특한 문화가 있음을 적극적으로 검토하여야 한다. 그리고 이른바 예맥논쟁이라고 하는 것에서 벗어나 고고학적으로 치밀한 분석이 선행되어야 함을 상기시켰다. 또한 다른 지역에 비해 강원지역에서는 삼국시대에 대한 연구가미진한 점을 지적하였다. 물론, 한반도내 다른 지역보다 고분의 수가 현저하게 적지만, 강원지역내에서는 고구려, 백제, 신라의 고분이 분포하고 있으며 그 매장주체부도 목곽묘부터 석곽묘, 횡혈식석실에 이르기까지 다양하게 축조되었다. 따라서 강원지역에 분포하고 있는 고분을 면밀하게 분석한 다음 그 변화양상을 추적하는 것을 통해고대 강원지역의 정체성을 명확하게 밝힐 수 있을 것으로 생각하였다. 이러한 과제를해결하는 방향으로 강원고고학이 나아가야 할 것이며 특히, 신진연구자들의 많이등장하는 것이 무엇보다 중요한 과제임을 강조하였다.",,,
332,독일 통일과정에서 문화유산 조사와 보존관리- 고고학 조사와 유적 보존을 중심으로 -,김종일,국립문화재연구소,문화재,2019,독일 통일과정에서 문화유산 조사와 보존관리- 고고학 조사와 유적 보존을 중심으로 -,"20세기 초반까지 독일 고고학에서는 유물·유적에 대한 객관적이고 섬세한 관찰을 중시하는 연구 경향과 어느 정도의 민족주의 혹은 자민족 우월주의의 입장에서 물질문화의 연구를 통해 과거의 민족 혹은 종족의 자취를 찾아 그들의 시공간적 범위를 확정하려는 시도가 공존하고 있었다. 2차 세계대전이 끝나고 독일이 동서로 분열된 이후 구 서독에서는전통적인 독일 고고학의 전통을 계승하여 유물·유적의 관찰과 목록화, 그리고 편년과 분포의 확인에 집중하였다. 구 동독에서는 맑스주의의 사적 유물론에 입각한 역사의 합법칙적 발전 과정을 물질 자료를 통해 입증하려는 시도와 함께 과거의 문화유산이 갖고 있는 역사적 가치를 사회주의의 이념에 충실하거나 혹은 그 발전에 기여한 정도에 따라 평가하고자 하였다. 그럼에도 불구하고 구 서독과 구 동독의 고고학은 분열 이전의 독일 고고학의 전통을 상당히 공유하고 있었다. 분열이후에도 고고학자들의 교류가 어느 정도 지속되고 있었고 구 동독의 고고학이 구 서독의 고고학, 그리고 유럽 고고학전체에서도 인정받을 수 있는 의미 있는 나름의 연구 성과를 내고 있었다. 이러한 사실을 바탕으로 동·서독 고고학의 통합이 제도적인 측면에서는 어느 한쪽에 의한 일방적인 통합이었다는 한계에도 불구하고 양자가 비교적 단시일 내에 통합을 완성할 수 있는 계기를 마련하게 되었다. 한국의 경우에도 고고학 연구와 문화유산 보존의 측면에서는 공통의 연구사적 전통을 공유하고 상호 교류(공동 조사와 학술 교류 등)에 더욱 노력할 필요가 있다. 비록 맑시즘과 주체사상에 의거한 형식화된 해석이라 하더라도 이를 비판적으로 검토하여 필요한 경우 받아들이려는 열린 마음을 통해 남북한 고고학 및 문화유산 보존의 간극을 점차적으로줄여나가는 작업은 더 이상 미룰 수 없는 과제라고 할 수 있다. 독일의 사례는 이러한 작업을 보다 효율적으로 진행하는데 나름의 시사점을 던져줄 수 있으리라 생각한다.",,,
333,고고학에 있어서 공백과 단절의 문제,최성락,한국상고사학회,한국상고사학보,2019,고고학에 있어서 공백과 단절의 문제,고고학에서 공백과 단절의 문제는 단순히 편년만으로 해결될 것이 아니라 고고학 방법론과도 연결된 거대 담론이므로 한국고고학에서 반드시 다루어야 할 중요한 과제 중의 하나인 것이다. 이 문제를 다루기에 앞서 필자는 각 지역에서 논의되고 있는 초기철기시대와 원삼국시대의 공백문제를 검토해 보았다. 특히 호남지역에서의 논란은 공백을 극복하기 위하여 고고학 편년을 수정하여야한다는 입장과 기존의 편년관으로 연속적인 문화양상을 설명하려는 입장 사이에서 생긴 것이다. 고고학에서 공백인 이유로는 우선 고고학 자료의 부재와 유적의 미조사로 볼 수 있다. 즉 사람들이살지 않았거나 다른 지역으로 이동하였기 때문에 유적이 확인되지 않은 경우와 유적이 파괴되거나 미조사로 인하여 고고학 자료가 없는 경우가 있다. 다른 이유로는 고고학 연구자의 인식 틀인 연구방법론에도 문제가 있을 수 있다. 즉 형식분류를 바탕으로 하는 편년법과 고고학 자료를 해석하는 과정에서도 나타날 수 있다. 이러한 공백과 단절을 극복하기 위해서 고고학 연구자들은 이 문제를 방치할 것이 아니라 좀 더 적극적으로 해결하려는 문제의식을 가져야 할 것이다. 이를 위해서는 시간축인 편년과 공간축에 대한 연구를 기반으로 합리적인 문화해석이 시도되어야 한다. 고고학 연구자들은 과거 문화를연구할 수 있는 충분한 고고학 자료를 현재는 물론 미래에도 제공받지 못할 것이다. 그럼에도 불구하고 고고학 연구자들은 과거 문화의 편년적 양상뿐 아니라 문화 변천을 비롯한 다양한 측면을 설명할 수 있어야 한다.,,,
334,19세기 후반 한국과 서양고고학,Luke Edgington-Brown,충남대학교 백제연구소,백제연구,2019,19세기 후반 한국과 서양고고학,"이 논문은 19세기 말 한국에서 활동한 초기 서양학자들이 남긴 고고학적 연구와 수집품을 탐구하고 재구성한다. 중국에서 아편전쟁이 발발하고 일본에서 메이지유신이 일어났을 때에도 쇄국정책을 유지했던 한국은 서양에서는 기회의 땅으로 여겨졌다. 1868년 오페르트 사건은 서양학자들이 한국의 역사에 대해 관심을 갖게 된 계기가 되었다. 1880년대 한국이 서양에 문호개방을 하면서 소수의 서양학자들이 한국의 고대사를 연구하기 위해 한국에 들어왔다. 당시 한국에서 활동하던 대표적인 서양학자로는 피에르 조이(Pierre Jouy), 윌리엄 애스턴(William Aston), 윌리엄 고우랜드(William Gowland)가 있다. 이들이 당시 수집했던 유물들은 현재 영국과 미국에 소장되어 있다. 그들의 초기 연구는 19세기 말 현대고고학의 발전과 평행하고 있다. 한국을 연구하던 초기 서양학자들은 메이지유신 이후 일본에서 진행된 연구에 많은 영향을 받았으며, 이에 따라 한국과 일본을 비교하는 연구가 중점적으로 이루어졌다. 그만큼 한일 양국과 역사기록, 유물들 사이의 관련성은 상당히 흥미롭다. 한국과 일본에서 이루어진 실용적인 관찰은 19세기 말 서구 고고학 이론 간의 충돌을 가져왔고 더 나아가 현대고고학이 발전하는 밑거름이 되었다.",,,
335,한국 학계의 종족 고고학 연구­현황과 과제,강봉원,한국고대학회,선사와 고대,2019,한국 학계의 종족 고고학 연구­현황과 과제,"본고에서 한국 학계 종족 고고학을 연구함에 있어서 ‘주민의 이주’와 ‘문화 전파’에 의한 설명에 반론을 제기하고 토착인들의 계기적인 진화와 발전에 초점을 맞추었다. 좀 더 구체적으로 한반도의 종족은 홍적세 이래 거주하고 있던 구석기인들이 중석기­신석기­청동기시대를 지나면서 독자적으로 형성․진화하였을 가능성이 높다는 견해를 제시하였다. 과거 한국에는 ‘구석기시대’는 물론이고 ‘청동기시대’도 존재하지 않았으나 우리나라 고고학의 성장과 발전에 의해 이제 이 학설들은 더 이상 수용되지 않는다. 현재까지 한반도에서 확인된 구석기시대 유적은 ‘1000’곳이 넘는다. 이렇게 많은 구석기 유적이 있었다는 것은 이미 한반도에 많은 구석기인들이 거주하고 있었다는 것을 의미한다. 그간 우리나라 신석기시대의 주민 구성을 논함에 있어서 ‘고 아시아족(Palaeo-Asiatics)’ 혹은 ‘고 시베리아족(Palaeo-Siberians)’이 남으로 이주하여 온 것이라는 것이 대세였다. 그러나 그동안의 조사 결과에 의하면 시베리아에서 이주해 왔다고 주장하는 것 보다 훨씬 이른 시기의 신석기시대 유적이 많이 발견되었다. 다른 한편, 고조선을 수립한 청동기시대 주민들은 요서나 요동지방에서 이주해 온 ‘예맥(濊貊)’족이라는 설이 주종을 이루고 있다. 그럴 경우 한반도에서 발굴조사 된 신석기시대 유적에 거주하였던 주민들은 부지불식간에 간과하게 된다는 점을 지적하였다. 선진(先秦) 문헌에 예맥이 등장하며 이들이 우리 종족의 일부를 이루었을 가능성도 있다. 그러나 한반도에서 그간 확인된 많은 수의 신석기 및 청동기시대의 유적을 고려하면 구석기시대 이래 한반도에 거주하였던 토착주민들이 시간이 지나면서 진화하였을 것이라는 측면에 주의와 관심을 가져야 한다는 점을 강조하였다. 또 일부 유물과 유구에 보이는 공통적인 속성을 거론하여 종족의 동일성을 주장하는 것도 재고의 여지가 있다고 보았다.",,,
336,2018년 경기·호서지역 백제 고고학 연구 성과와 과제,홍보식,백제학회,백제학보,2019,2018년 경기·호서지역 백제 고고학 연구 성과와 과제,"이 논문은 2018년도에 서울·경기와 호서지역에서 이루어진 백제 관련 유적 발굴조사와 연구 논문의 내용과 성과를 살펴보고, 이를 토대로 향후의 과제를 제시한 것이다. 2018년도에도 백제 한성기·웅진기·사비기의 주요 유적이 조사되었고, 그 성과는 여느 해에 못지 않게 백제사 전체를 복원함에 있어 매우 중요한 정보를 담고 있다. 2018년도에 이루어진 백제의 고고학적인 연구 내용과 성과는 향후 백제사 이해에 중요한 기여를 할 것으로 기대된다. 발굴조사와 연구 성과를 지속적으로 보완해서 보다 진전된 수준으로 나아가는 것도 중요하면서, 지금까지 제대로 연구되지 않는 부문에 대한 관심과 함께 심도 있는 연구도 기대된다. 향후 백제 고고학에서 심도 있게 검토되어야 할 과제로 백제 한성기 물질자료 세부 편년 수립, 한강과 임진강수계 적석총군간의 관계, 호서 중서부지역의 문화상과 백제 귀속, 백제 한성기 왕실 묘제의 변화, 송산리고분군의 방형석축유구와 웅진기 왕실 묘장제, 물질자료를 통한 생활문화 복원 등을 제시하였다.",,,
337,2018년 호남지역 백제 고고학 연구의 성과와 과제,이영철,백제학회,백제학보,2019,2018년 호남지역 백제 고고학 연구의 성과와 과제,"2018년, 호남지역에서는 마한·백제고고학 관련 유적 조사가 200건 이상 진행되었다. 조사 유적은 취락유적과 고분유적으로 대별된다. 취락유적 조사 성과는 두 가지로 정리된다. 첫째, 타날문토기의 등장과 경질무문토기의 소멸 관련 자료이다. 화순 삼천리 황새봉유적, 광주 산정도유적, 장흥 평화리유적, 담양 천변리유적 등이다. 호남지역에서 경질무문토기 하한과 타날문토기 상한 관련한 중요 유적으로 평가될 수 있다. 타날문토기 출현 시기를 기원후 2세기대로 고정하려는 시각의 재고가 필요하다. 둘째, 광주 명화동 전방후원분 출현과 관련된 평동천 일원의 취락 변동과정을 보여준 광주 산정동과 연산동유적 조사성과이다. 5세기 중엽 이후, 영산강유역 고대 취락은 급격한 경관 변화를 맞이하는데, 그 원인이 무엇이며 고고자료의 실체는 무엇인지에 대한 논의가 요구된다. 한편, 백제 웅진기에 조성된 가마유적의 지속적인 자료 확보도 눈에 띤 한 해였다. 화순 삼천리 황새봉유적, 장흥읍성 출토 백제 기와는 강진 월암사지, 장성 진원성, 함평 대성유적 출토품과 함께 웅진기 백제와 영산강 지방세력 간의 관계 성격을 보여주었다. 다음은 고분유적이다. 함평 금산리 방대형고분 발굴조사에서 형상하니와(동물형상의 원통형토기)를 사용한 분구 제사 자료가 확인되었다. 사람과 문물의 교류 정도를 벗어나 장제풍습까지도 서로 이식시킨 자료 출토는 한·일고대사 연구 폭이 넓어져야할 필요성을 재차 강조하였다. 또한 금년은 익산 왕릉고분 발굴조사를 통해 여러 학제간의 공동 연구가 얼마나 중요한가가 밝혀진 한해라고도 평가될 수 있다. 지금도 마한과 백제 관련 자료가 지속적으로 증가하고 있으며, 관련 연구 또한 활발히 진행되고 있다. 다만, 연구 범위가 여전히 제한적이고 대상 자료의 종류와 폭도 기존 연구사에서 크게 벗어나지 못하고 있는 점은 극복해야할 과제라고 본다",,,
338,청동기시대 실내 공간의 기능적·문화 적 측면에 대한 지질고고학적 연구,이희진,호서고고학회,호서고고학,2019,청동기시대 실내 공간의 기능적·문화 적 측면에 대한 지질고고학적 연구,"토양 미세형태분석과 원소분석은 주거지의 내부 공간 이용상에 대한 새로운 단서를 제공해 줄 수 있다. 이 같은 지질고고학적 연구를최근에 발굴된 부여 호암리, 제주 삼양동, 부여 송국리 유적의 송국리형 주거지를 대상으로 시범적으로 시도하였다. 토양 미세형태분석을 통해 호암리에서는 얇은 상면층, 삼양동에서는 다짐한 상면층, 송국리에서는 교란된 상면층의 흔적이 확인되었다. 이로 보아 주거지의 단기적 사용을 생각해 볼 수 있다. 한편 호암리와 삼양동을 대상으로 한 원소분석은 가내 활동과 밀접한 연관이 있는 주요 원소(인, 칼륨, 칼슘, 마그네슘, 바륨, 아연, 스트론튬)의 공간적 분포상을 보여주며, 검출량의 차이에 따른 지점별 차이를 확인할 수 있었다. 이 두유적에서 타원형 수혈을 둘러싼 공간(중심부)은 상대적으로 원소의집적량이 적거나 큰 편차가 없는 반면, 가장자리 부근(주변부)에서는원소별 집적량의 변이가 크고 소구역별로 검출량이 높은 원소들의조합이 나타나는 양상을 파악하였다. 이를 통해 중심부에서는 취침등과 같은 행위의 구역이 있었고, 주변부에서는 일련의 가내활동으로 인해 식재료 및 유기물질이 많이 쌓인 소구역들이 있었을 것으로추정된다. 이 시범적인 연구를 기반으로 분석자료를 더욱 축적하여송국리형 주거지 내부 공간 사용에 대한 보다 종합적인 가설을 도출할 수 있을 것으로 기대하는 바이다.",,,
340,김포지역 벼농사 개시에 관한 식물고고학적 검토,"김민구, 김영준, 김우락",(사)한국문화유산협회,야외고고학,2019,김포지역 벼농사 개시에 관한 식물고고학적 검토,"중국 양자강 유역에서 시작되어 한반도로 유입된 벼농사의 확산경로상, 김포지역은 한반도 내에서도 이른 시기의 벼농사 증거가 발견될 가능성이 높은 지역으로 거론된 바 있다. 김포시 고촌읍 태리 유적의 토탄층에서 벼 껍질이 다량 출현하여 벼농사가행해졌음을 나타내는 직접적인 증거가 된다. 하지만 발견된 식물유체의 연대는 삼국시대이다. 퇴적물에서 벼속(Oryza)에 속하는 것으로 판단되는 화분이 발견되었는데, 퇴적물의 AMS연대 측정값은 청동기시대에 해당하는 800 BC 전후이다. 김포시 통진읍가현리에서 신석기시대 탄화미가 발견되었다는 주장이 있었지만 식물유체 분석을 담당한 스즈키 미츠오(鈴木三男)는 벼의 증거가 없었음을 확인한 바 있다. 김포지역에는 청동기시대 취락과 지석묘가 분포하며, 벼농사 시작은 청동기시대 전기까지 올라갈 가능성이 있다. 하지만 벼농사 개시가 이 시점을 상회함을 나타내는 자료는 극히 빈약하다. 2000 BC경 경기 내륙지역에는 인구공동화(人口空洞化) 현상이 있었으며, 해안지역으로 중국 벼농사 문화가 전파되었어도 내륙까지의 파급 가능성은 높지 않았다.",,,
341,"여성의 시각화를 넘어 젠더고고학의 정체성 탐색(마리 루이스 스티그 소렌센 지음, 우정연 역, 『젠더고고학』, 진인진, 2014)",김선주,한국여성사학회,여성과역사,2019,여성의 시각화를 넘어 젠더고고학의 정체성 탐색,,,,
342,"평양 안학궁, 대성산성 시기 왕궁 주변 고구려 고분의 고고학적 함의",강현숙,한국상고사학회,한국상고사학보,2019,"평양 안학궁, 대성산성 시기 왕궁 주변 고구려 고분의 고고학적 함의","왕궁과 대형분이 보여주는 도성의 경관이라는 관점에서 이 글에서는 고구려 왕도였던 안학궁과 대성산성 일대의 고분을 검토하였다. 지리 조건에 따라 안학궁,대성산성 일대 고분군은 대성산 고분구역과 광대산 고분구역으로 나뉘며, 대성산 고분구역은 안학궁을 기준으로 서편과 동편 고분군으로 세분되어서 고분군별로 고분의 구조와 축조방식, 주검안치 등을 검토하였다. 검토 결과, 고분은 동분이혈합장 무덤도 있지만, 대다수는 동분동혈합장 무덤이며 석실 평면은 방형 현실과 중앙연도, 장방형 현실과 우편재연도 순으로, 천장은 평행삼각고임이 선호되었다. 그리고뉘어쌓기와 회미장, 목관 안치 등 축조와 마감처리, 그리고 주검안치와 매장방식에서의 정형성이 확인되었다. 이를 기초로 대형분의 특징과 시공적 추이를 살폈다. 안학궁,대성산성 일대에 대형분이 등장하는 4 세기 중엽부터 대형분의 조영이 끝난 6세기 전반까지 기간 중의 대형분은 서평양보다 통구분지의 대형분과 평면구조와 축조방식 등의 특징을 공유한다. 대형분의 시공적 추이는 벽화와 출토 유물, 석실구조의 변화와 분구와 석실의 규모를 기준으로 한 위계별 추이를 살핀 결과, 대형분은 4세기 중엽 이후 안학궁 서편의 고산동 일대에서 먼저 등장하여 5세기대까지 고산동일대가 대형분의 중심지가 되나 5세기 말을 지나면서 대형분의 중심은 안학동, 로산동으로 이동하기시작하여, 6세기에 들어서면서 광대산 고분구역이 대형분의 중심지로서 토포리, 호남리 고분군이 최상위 고분군이 되었다. 6세기를 경과하면서 광대산 고분구역이 대성산 고분구역을 대체하여 대형분의 중심지가되고, 대형분 간의 안정적 위계분화를 보이는 것을 광대산 고분구역이 평양 이도 후 국내세력의 이주에 따라 새로 형성된 묘역의 결과로 해석하였다. 평양으로 이주한 국내 세력이압록강과 평지, 우산이 그리는 국내도성 경관과 유사한 지형조건을 가진 광대산 일대를 묘역으로 선정함으로써 안학궁·대성산성 시기의 도성 경관은 국내성과 대형분이 그리는 국내도성의 경관과 유사하였을 것이다.",,,
343,남강상류 가야고분군의 입지와 분포 패턴 - GIS를 이용한 경관고고학적 해석과 네트워크 분석 -,강동석,중앙문화재연구원,중앙고고연구,2019,남강상류 가야고분군의 입지와 분포 패턴 - GIS를 이용한 경관고고학적 해석과 네트워크 분석 -,"고분군은 입지선정 과정에서 작용한 당시의 사회적·이념적 맥락과 수장층의 정치권력 확대전략을 파악하고, 고분군 조영 공동체 간의 정치경제적 상호작용 등을 살펴볼 수 있는 단서를 제공한다. 본고에서는 이러한 고분군의 입지와 분포 패턴에 기초하여 가야 지역정치체의 역동적 전개과정을 살펴보기 위해 남강상류 고분군에 대한 분석을 실시하였다. 5세기 중반~6세기 초, 남강상류권에는 산청 생초고분군, 함양 백천리고분군, 남원 유곡리와 두락리고분군, 월산리고분군을 중심으로 하는 대가야의 지역정치체와 산청 중촌리고분군, 합천 삼가고분군으로 대표되는 소가야 세력이 공존하고 있었다. 이들 고분군을 조영한 정치체는 경관의 의도적인 조직화를 통해 수장권력의 차별화와 공동체의 정체성을 확립하는 전략을 구사하였다. 지형입지분석과 가시권분석에 의해 중심고분군-취락 간의 시인관계를 분석한 결과, 각 고분군은 주변을 조망할 수 있는 높은 곳에 자리하고 있었으며, 공동체 구성원의 생활공간에서 상시적으로 노출된 입지조건을 지니고 있었다. 생초·중촌리고분군의 경우 하천을 경계로 생활공간과 분리되어 있어 수장층 매장의례공간으로의 접근을 통제하려는 의도가 보인다. 이러한 입지적 특징은 고분군을 매개로 경관 자체를 정치권력화하여 계층간 차별성을 강조하고, 공동체의 정체성을 강화하려는 수장층의 경관조성 전략을 반영한 것으로 이해된다. 한편 남강상류의 중심고분군에 대한 분포 패턴 분석 결과, 대체로 가시권을 공유하지 않는 독립된 권역을 형성하고 있었으며, 각 중심-주변고분군이 반경 10km 내외 범위에서 상호작용하는 세력권을 유지하고 있었다. 고분군의 밀집양상을 볼 때, 각각의 권역에는 최소 4단계의 중층적 취락구조가 형성되어 있었던 것으로 보인다. 이러한 남강상류의 가야 지역정치체 세력권 내에는 대가야·소가야양식토기가 공존하는 양상이 확인된다. 이것은 남강상류 수계를 따라 인적·물적 자원의 흐름과 정보 교환이 이루어지고 있었다는 것을 시사한다. 반경 20km 범위에 대한 네트워크 분석 결과, 대부분의 중심고분군이 상호작용 권역을 공유하고 있어, 남강상류권에는 수공업생산품을 매개로 하는 경제적 성격의 관계망이 형성되어 있었다고 생각된다.",,,
344,湖西地域 先史考古學-최근 20년의 발자취-,김범철,호서고고학회,호서고고학,2019,호서지역 선사고고학-최근 20년의 발자취-,"‘學史’형태의 글에서 흔히 언급되듯, 한국고고학은 지난 2·30년간 비약적인 성장을 해왔다. 그런 점에 비추면, 최근 20년의 湖西地域先史考古學도 質과 量의 측면에서 성장했을 것을 충분히 기대할수 있다. 다만‘지역’고고학의 발달이 반드시 한국고고학 전체와 동일한 궤적을 밟았는지를 확신할 수는 없는바, 이 문제는 여러 측면의자료 분석을 통해 실질적인 접근을 필요로 한다. 그 실질적인 접근으로 본고는 白書형태의 서술을 시도한다. 그간 한국고고학 전체는 물론이고, 지역 고고학에 대한 학사 서술은 다양한 방향으로 이루어져왔고 그 장단에 대한 평가도 엇갈린다. 본고는 그러한 몇 가지 시도를 참조하면서도 새로이 백서 형태의 서술에 주목한다. 지역 고고학의 학사가 한국고고학 전체의 그것과 다르기 때문이며, 그간의 시도들이 소위 지역 고고학을 지탱하는‘物的土臺’ 의 변화는 무척 소략하게 다룬 점에 불편을 느꼈기 때문이다. 물적 토대의 변화라는 측면에서 호서의 선사고고학은 지난 20년간 한국고고학 전체나 다른 지역 고고학과 유사하면서도 다소 상이한 양상을 보인다. 한편으로, 한국 선사시대 서술과 교육의 토대가되는 정보의 축적에서 호서의 선사고고학은 다른 어떤 지역보다 큰기여를 했던 것으로 나타난다. 특히, 한국 청동기시대 주요 쟁점에 관련된 논의에서 호서고고학은 지난 20년 간 압도적인 비중을 차지해왔다.",,,
345,考古學으로 본 非火加耶史,박천수,중앙문화재연구원,중앙고고연구,2019,고고학으로 본 비화가야사,"창녕지역의 교동고분군은 화왕산 산록의 100여 기를 넘는 고총으로 구성되어 일대 장관을 이루고 있다. 교동고분군은 대가야의 지산동고분군, 아라가야의 말이산고분군에 필적하는 대 고분군으로 이에 주목하여 창녕지역 정치체의 성격에 대한 논의가 이루어졌다. 그간 이 지역은 4세기 말 또는 5세기 전엽에 신라에 복속되었다는 견해가 주류를 형성하여 왔다. 한편 5~6세기에도 이 지역이 가야에 속하는 것으로 주장하는 견해가 존재한다. 본고에서는 5세기 초 광개토왕비의 경자년(400년) 이후 가야지역의 정치적 구도를 생각하면서 창녕지역에 존재하였던 비화가야에 대해 논하고자 하였다. 즉 이 시기를 기점으로 금관가야가 쇠퇴하며 아라가야도 일시적으로 쇠퇴하는 가운데, 소가야와 함께 비화가야가 대두하기 때문이다. 먼저 5세기 전반 창녕양식토기가 가야양식임을 밝히고 그 역사적 의미에 대하여 접근하였다. 그리고 창녕지역산 토기가 지속적으로 이입된 소가야, 금관가야, 다라국, 대가야와의 관계의 검토하면서 비화가야의 정치적 귀속성과 발전 동인에 대하여 논하였다. 나아가 비화가야의 중심지가 남부의 계성지구에서 북부의 교동지구로 옮겨가는 역사적 배경과 비화가야를 둘러싼 가야, 신라의 정치적 동향에 대해서도 접근하였다. 5세기 전엽 대구, 경산, 울산, 양산, 부산지역에서는 토기양식에서 신라의 영향력이 관찰되지만, 이 시기 창녕양식 토기는 신라양식 토기와 전혀 다른 토기양식이며 신라의 영향력이 미치기 시작하는 5세기 중엽에도 독자적인 양식을 강하게 유지하고 있었음을 밝혔다. 창녕지역이 5세기에 신라에 복속되지 않은 것은 이 지역의 지형이 신라와는 높고 험준한 산지를 경계로 하고 있으나, 가야와는 낙동강을 마주 보고 열려 있는 점과 관련 있다고 보았다. 이러한 자연적인 조건 때문에 창녕지역에 대한 신라의 진출이 다른 낙동강 이동 지역에 비해 늦었다고 할 수 있다. 비화가야는 창녕지역에서 생산된 토기가 합천, 의령, 김해, 창원, 통영지역에 분포하고 있는 것에서 신라와 낙동강 대안의 다라국, 낙동강하류역의 금관가야, 남해안의 소가야를 연결하는 철 소재를 비롯한 중계 교역을 담당한 것으로 보았다. 5세기 전반 가야지역 토기의 광역 분포권역은 소가야, 비화가야에서만 확인되는 것에서 이 시기 비화가야를 가야의 유력국으로 보았다. 5세기 중엽 비화가야의 중심지가 남부의 계성지구에서 북부의 교동지구로 이동하는 것에 대하여, 소가야, 다라국의 약화와 대가야의 흥기가 그 배경에 있으며 그 배후에는 신라의 영향력도 있었을 것으로 보았다. 5세기 후엽 창녕지역 토기양식이 소멸되고 각지에 이입되던 이 지역 토기가 반출되지 않은 점, 낙동강 대안의 주요 교섭세력인 합천 다라국과의 관계가 단절되는 점으로 볼 때, 이 시기가 되어서야 신라가 비화가야에 영향력을 미친 것으로 생각하였다. 그래서 5세기 창녕지역의 비화가야는 대가야, 다라, 아라가야에 면한 낙동강 동안의 위치, 신라와 가야양식을 절충한 토기양식, 신라와 가야의 장신구와 장식대도가 사용된 점 등으로 볼 때 신라와 가야 사이의 일종의 완충지대 역할을 한 국이었다고 생각한다.",,,
